<H> Aarhus <R> leader <T> Jacob_Bundsgaard || The leader of Aarhus is Jacob Bundsgaard.
<H> Aleksandra_Kovač <R> associated_band_/associated_musical_artist <T> Kornelije_Kovač || Aleksandra Kovač is in same band with Kornelije Kovač.
<H> Aleksandra_Kovač <R> associated_band_/associated_musical_artist <T> Kornelije_Kovač || Aleksandra Kovač is associated with the musical artist Kornelije Kovač.
<H> Aleksandra_Kovač <R> background <T> "solo_singer" || Aleksandra Kovac is a solo singer.
<H> Aleksandra_Kovač <R> background <T> "solo_singer" || A solo singer is part of Aleksandra Kovač's background.
<H> Aleksandra_Kovač <R> genre <T> Soul_music || Aleksandra Kovač's genre is soul music.
<H> Aleksandra_Kovač <R> genre <T> Soul_music || Aleksandra Kovač performs soul music.
<H> Alfred_Garth_Jones <R> death_place <T> London || Alfred Garth Jones died in London.
<H> Alfredo_Zitarrosa <R> associated_band_/associated_musical_artist <T> Hilario_Pérez || Alfredo Zitarrosa is musically associated with Hilario Perez.
<H> Alfredo_Zitarrosa <R> associated_band_/associated_musical_artist <T> Hilario_Pérez || Alfredo Zitarrosa is a musician associated with Hilario Perez.
<H> Alfredo_Zitarrosa <R> genre <T> Milonga_(music) || The musical genre of Alfredo Zitarrosa is Milonga.
<H> Alfredo_Zitarrosa <R> genre <T> Milonga_(music) || Alfredo Zitarrosa is an exponent of Milonga.
<H> Alfredo_Zitarrosa <R> genre <T> Milonga_(music) || Alfredo Zitarrosa music genre is Milonga.
<H> Alfredo_Zitarrosa <R> record_label <T> Movieplay || Movieplay is the record label of Alfredo Zitarrosa.
<H> Alfredo_Zitarrosa <R> record_label <T> Movieplay || The record label of Alfredo Zitarrosa is Movieplay.
<H> Alison_O'Donnell <R> active_years_start_year <T> 1963 || Alison O'Donnell started performing in 1963.
<H> Alison_O'Donnell <R> active_years_start_year <T> 1963 || 1963 was the beginning of Alison O'Donnell's active years.
<H> Allen_Forrest <R> genre <T> Pop_music || Allen Forrest plays pop music.
<H> Allen_Forrest <R> genre <T> Pop_music || Allen Forrest was a pop artist.
<H> Allen_Forrest <R> genre <T> Pop_music || Allen Forrest is an exponent of Pop music.
<H> Anders_Osborne <R> record_label <T> Alligator_Records || Anders Osborne was signed to the record label 'Alligator Records'.
<H> Anders_Osborne <R> record_label <T> Alligator_Records || Anders Osborne is signed to the record label Alligator Records.
<H> Anders_Osborne <R> record_label <T> Alligator_Records || Anders Osborne's record label is Alligator Records.
<H> Anders_Osborne <R> record_label <T> Shanachie_Records || Anders Osborne is signed to Shanachie Records.
<H> Anders_Osborne <R> record_label <T> Shanachie_Records || The record label of Anders Osborne is Shanachie Records.
<H> Anders_Osborne <R> record_label <T> Shanachie_Records || Anders Osborne was signed to the Shanachie Records label.
<H> Andrew_Rayel <R> associated_band_/associated_musical_artist <T> Jwaydan_Moyine || Andrew Rayel is associated with the musician Jwaydan Moyine.
<H> Andrew_Rayel <R> birth_place <T> "Chișinău, Moldova" || The birth place of Andrew Rayel is Chisinau, Moldova.
<H> Andrew_Rayel <R> birth_place <T> "Chișinău, Moldova" || Andrew Rayel was born in Chisinau, Moldova.
<H> Andrew_White_(musician) <R> genre <T> Alternative_rock || The musician Andrew White's genre is alternative rock.
<H> Asunción <R> is_part_of <T> Gran_Asunción || Asunción is a part of Gran Asunción.
<H> Asunción <R> is_part_of <T> Gran_Asunción || Asunción is part of Gran Asunción.
<H> Deram_Records <R> location <T> London || Deram Records is based in London.
<H> Deram_Records <R> location <T> London || Deram Records can be found in London.
<H> Deram_Records <R> location <T> London || Deram Records are located in London.
<H> Funk <R> music_fusion_genre <T> Afrobeat || Afrobeat is a fusion of funk music.
<H> Hip_hop_music <R> music_subgenre <T> Gangsta_rap || Hip hop music has the sub genre Gangsta rap.
<H> Hip_hop_music <R> music_subgenre <T> Gangsta_rap || Gangsta rap is a sub genre of Hip Hop music.
<H> Hip_hop_music <R> music_subgenre <T> Gangsta_rap || Hip hop music has a sub genre called Gangsta rap.
<H> Jazz <R> stylistic_origin <T> Blues || Jazz originated its style from Blues music.
<H> Jazz <R> stylistic_origin <T> Blues || The stylistic origins of Jazz come from Blues.
<H> Jazz <R> stylistic_origin <T> Blues || Jazz style originates from the Blues.
<H> RCA_Records <R> distributing_company <T> Legacy_Recordings || Legacy Recordings is the distributing company for RCA Records.
<H> Twilight_(band) <R> genre <T> Black_metal || The musical genre of the band Twilight is black metal.
<H> Twilight_(band) <R> genre <T> Black_metal || Twilight performs black metal music.
<H> Twilight_(band) <R> genre <T> Black_metal || The genre for the band Twilight, can be described as Black metal.
<H> United_Kingdom <R> demonym <T> British_people || People from the United Kingdom are called British people.
<H> United_Kingdom <R> demonym <T> British_people || The native people of the United Kingdom are known as the British people.
<H> United_Kingdom <R> demonym <T> British_people || British people is a demonym for people in the United Kingdom.
<H> Alan_Shepard <R> award <T> Distinguished_Service_Medal_(United_States_Navy) || The United States Navy awarded the Distinguished Service Medal to Alan Shepard.
<H> Alan_Shepard <R> award <T> Distinguished_Service_Medal_(United_States_Navy) || Alan Shepard was awarded the Distinguished Service Medal by the United States Navy.
<H> Alan_Shepard <R> award <T> Distinguished_Service_Medal_(United_States_Navy) || Alan Shepard was awarded the Distinguished Service Medal in the United States Navy.
<H> Alan_Shepard <R> award <T> Distinguished_Service_Medal_(United_States_Navy) || Alan Shepard was awarded the Distinguished Service Medal by the US Navy.
<H> Alan_Shepard <R> award <T> Distinguished_Service_Medal_(United_States_Navy) || Alan Shepard was awarded the United States Navy Distinguished Service Medal.
<H> Alan_Shepard <R> death_place <T> California || Alan Shepard died in California.
<H> Apollo_11 <R> backup_pilot <T> William_Anders || William Anders was the backup pilot on Apollo 11.
<H> Apollo_11 <R> backup_pilot <T> William_Anders || William Anders was a backup pilot on the Apollo 11 mission.
<H> Apollo_11 <R> backup_pilot <T> William_Anders || Apollo 11's backup pilot was William Anders.
<H> Apollo_14 <R> operator <T> NASA || The Apollo 14 was operated by NASA.
<H> Apollo_14 <R> operator <T> NASA || NASA operated the Apollo 14.
<H> Apollo_14 <R> operator <T> NASA || Apollo 14 was operated by NASA.
<H> Apollo_8 <R> operator <T> NASA || The Apollo 8 operator is NASA.
<H> Apollo_8 <R> operator <T> NASA || Apollo 8 is operated by Nasa.
<H> Apollo_8 <R> operator <T> NASA || Apollo 8 was operated by NASA.
<H> Buzz_Aldrin <R> nationality <T> United_States || Buzz Aldrin's nationality is United States.
<H> Buzz_Aldrin <R> nationality <T> United_States || Buzz Aldrin was a United States national.
<H> Buzz_Aldrin <R> nationality <T> United_States || Buzz Aldrin was an American.
<H> Buzz_Aldrin <R> nationality <T> United_States || Buzz Aldrin is a US national.
<H> Elliot_See <R> occupation <T> Test_pilot || Elliot See was a test pilot.
<H> Elliot_See <R> occupation <T> Test_pilot || Elliot See served as a test pilot.
<H> Elliot_See <R> occupation <T> Test_pilot || Elliot See flew as a test pilot.
<H> Elliot_See <R> occupation <T> Test_pilot || Elliot See's occupation was a test pilot.
<H> Elliot_See <R> occupation <T> Test_pilot || Elliot See performed as a test pilot.
<H> University_of_Texas_at_Austin <R> mascot <T> Hook_'em_(mascot) || The University of Texas at Austin's mascot is called Hook'em.
<H> University_of_Texas_at_Austin <R> mascot <T> Hook_'em_(mascot) || Hook'em is the mascot for the University of Texas at Austin.
<H> University_of_Texas_at_Austin <R> mascot <T> Hook_'em_(mascot) || The mascot of the University of Texas at Austin is Hook'em.
<H> University_of_Texas_at_Austin <R> mascot <T> Hook_'em_(mascot) || The Hook 'em is the mascot of University of Texas at Austin.
<H> A.C._Milan <R> chairman <T> Silvio_Berlusconi || The Chairman of A C Milan is Silvio Berlusconi.
<H> A.C._Milan <R> chairman <T> Silvio_Berlusconi || Silvio Berlusconi is the chairman of A.C. Milan.
<H> Aaron_Boogaard <R> birth_place <T> Canada || Aaron Boogaard's birthplace is Canada.
<H> Aaron_Boogaard <R> birth_place <T> Canada || Aaron Boogaard was born in Canada.
<H> Abel_Hernández <R> club <T> Uruguay_Olympic_football_team || Abel Hernandez is in the Uruguay Olympic football team.
<H> Abel_Hernández <R> club <T> Uruguay_Olympic_football_team || Abel Hernandez played for the Uruguay Olympic football team.
<H> Abel_Hernández <R> club <T> Uruguay_Olympic_football_team || Abel Hernández plays for the Uruguay Olympic football team.
<H> Abel_Hernández <R> club <T> Uruguay_national_football_team || Abel Hernandez's club is the Uruguay National football team.
<H> Abel_Hernández <R> club <T> Uruguay_national_football_team || Abel Hernandez plays for the Uruguay national football team.
<H> Abner_(footballer) <R> club <T> C.D._FAS || The footballer Abner belongs to the club C.D. FAS.
<H> Abner_(footballer) <R> club <T> C.D._FAS || The footballer Abner plays for C.D. FAS.
<H> Abner_(footballer) <R> club <T> C.D._FAS || Abner is a footballer for the CD FAS club.
<H> Adam_Maher <R> birth_place <T> "Ait Ikkou, Morocco" || Adam Maher was born in Ait Ikkou, Morocco.
<H> Adam_Maher <R> birth_place <T> "Ait Ikkou, Morocco" || Ait Ikkou, Morocco is the birth place of Adam Maher.
<H> Adam_Maher <R> birth_place <T> Diemen || Adam Maher's birthplace is Diemen.
<H> Adam_Maher <R> birth_place <T> Diemen || Diemen is the birth place of Adam Maher.
<H> Adam_Maher <R> birth_place <T> Diemen || Adam Maher was born in Diemen.
<H> Adam_McQuaid <R> birth_place <T> Charlottetown || Adam McQuaid was born in Charlottetown.
<H> Adam_McQuaid <R> birth_place <T> Charlottetown || Charlottetown was the birthplace of Adam McQuaid.
<H> Ahmad_Kadhim_Assad <R> birth_place <T> Iraq || Ahmad Kadhim Assad's birthplace is Iraq.
<H> Ahmad_Kadhim_Assad <R> birth_place <T> Iraq || Ahmad Kadhim Assad was born in Iraq.
<H> Ahmad_Kadhim_Assad <R> birth_place <T> Iraq || Ahmad Kadhim Assad's place of birth is Iraq.
<H> Ahmad_Kadhim_Assad <R> club <T> PAS_Tehran_F.C. || Ahmad Kadhim Assad played for the club PAS Tehran F.C.
<H> Ahmad_Kadhim_Assad <R> club <T> PAS_Tehran_F.C. || Ahmad Kadhim Assad plays for PAS Tehran FC.
<H> Ahmad_Kadhim_Assad <R> club <T> PAS_Tehran_F.C. || Ahmad Kadhim Assad plays for PAS Tehran F.C.
<H> Akeem_Ayers <R> position <T> Linebacker || Akeem Ayers plays as a linebacker.
<H> Akeem_Ayers <R> position <T> Linebacker || Akeem Ayers' position is linebacker.
<H> Akeem_Priestley <R> club <T> FK_Mughan || Akeem Priestley plays for FK Mughan.
<H> Akeem_Priestley <R> club <T> FK_Mughan || Akeem Priestley played for FK Mughan.
<H> Akeem_Priestley <R> youthclub <T> Jacksonville_Dolphins || Akeem Priestley played for the Jacksonville Dolphins youth team.
<H> Akeem_Priestley <R> youthclub <T> Jacksonville_Dolphins || Akeem Priestley is in the Jacksonville Dolphins youth club.
<H> Akeem_Priestley <R> youthclub <T> Jacksonville_Dolphins || Akeem Priestley's youth club is the Jacksonville Dolphins.
<H> Al-Khor_Sports_Club <R> league <T> Qatar_Stars_League || Al-Khor Sports Club is in the Qatar Stars League.
<H> Al-Khor_Sports_Club <R> league <T> Qatar_Stars_League || Al-Khor Sports Club play in the Qatar Stars League.
<H> Alaa_Abdul-Zahra <R> birth_place <T> Baghdad || Alaa Abdul-Zahra was born in Baghdad.
<H> Alaa_Abdul-Zahra <R> birth_place <T> Baghdad || Baghdad is the birth place of Alaa Abdul-Zahra.
<H> Alaa_Abdul-Zahra <R> birth_place <T> Baghdad || Alaa Abdul Zahra was born in Baghdad.
<H> Alan_Martin_(footballer) <R> club <T> Accrington_Stanley_F.C. || Alan Martin played football for Accrington Stanley F.C.
<H> Alan_Martin_(footballer) <R> club <T> Accrington_Stanley_F.C. || Footballer, Alan Martin plays for the club, Accrington Stanley F.C.
<H> Alan_Martin_(footballer) <R> club <T> Accrington_Stanley_F.C. || Alan Martin played for Accrington Stanley F.C.
<H> Alan_Martin_(footballer) <R> club <T> Crewe_Alexandra_F.C. || Footballer, Alan Martin, plays for the club Crewe Alexandra F.C.
<H> Alan_Martin_(footballer) <R> club <T> Crewe_Alexandra_F.C. || The footballer Alan Martin plays for Crewe Alexandra F.C.
<H> Alan_Martin_(footballer) <R> club <T> Crewe_Alexandra_F.C. || Alan Martin is a footballer for the Crewe Alexandra FC.
<H> Aleksander_Barkov,_Jr. <R> birth_place <T> Finland || Aleksander Barkov Jr was born in Finland.
<H> Aleksander_Barkov,_Jr. <R> birth_place <T> Finland || Aleksander Barkov Jr. was born in Finland.
<H> Aleksander_Barkov,_Jr. <R> birth_place <T> Finland || Aleksander Barkov, Jr's birth place is Finland.
<H> Aleksander_Barkov,_Jr. <R> club <T> Florida_Panthers || Aleksander Barkov Jr has played for the Florida Panthers.
<H> Aleksander_Barkov,_Jr. <R> club <T> Florida_Panthers || Aleksander Barkov, Jr's club is the Florida Panthers.
<H> Aleksander_Barkov,_Jr. <R> club <T> Florida_Panthers || Aleksander Barkov Jr. plays for the Florida Panthers.
<H> Aleksander_Barkov,_Jr. <R> league <T> National_Hockey_League || Aleksander Barkov Jr played in the National Hockey League.
<H> Aleksander_Barkov,_Jr. <R> league <T> National_Hockey_League || Aleksander Barkov Jr. plays in the National Hockey League.
<H> Aleksandre_Guruli <R> club <T> FC_Samtredia || Aleksandre Guruli plays for FC Samtredia.
<H> Aleksandre_Guruli <R> club <T> FC_Samtredia || Aleksandre Guruli's club is FC Samtredia.
<H> Alex_Plante <R> birth_place <T> Manitoba || Alex Plante was born in Manitoba.
<H> Alex_Plante <R> birth_place <T> Manitoba || Alex Plante's birthplace is Manitoba.
<H> Alex_Plante <R> height <T> 1.9304 || Alex Plante is 1.9304m tall.
<H> Alex_Plante <R> height <T> 1.9304 || Alex Plante is 1.9304 m tall.
<H> Alex_Plante <R> height <T> 1.9304 || Alex Plante is 1.9304 metres tall.
<H> Brandon,_Manitoba <R> leader <T> Drew_Caldwell || The leader of Brandon, Manitoba is Drew Caldwell.
<H> Brandon,_Manitoba <R> leader <T> Drew_Caldwell || Drew Caldwell is leader of Brandon, Manitoba.
<H> Budapest <R> country <T> Hungary || Budapest is a city in Hungary.
<H> Canada <R> language <T> Inuktitut || Inuktitut is a language spoken in Canada.
<H> Canada <R> language <T> Inuktitut || Inuktitut is a spoken language in Canada.
<H> Columbus_Blue_Jackets <R> city <T> Columbus,_Ohio || The Columbus Blue Jackets' city is Columbus, Ohio.
<H> Columbus_Blue_Jackets <R> city <T> Columbus,_Ohio || The Columbus Blue Jackets are based in the city of Columbus, Ohio.
<H> FC_Terek_Grozny <R> ground <T> Grozny || FC Terek Grozny's ground is based at Grozny.
<H> FC_Terek_Grozny <R> ground <T> Grozny || FC Terek Grozny's ground is located in Grozny.
<H> FC_Tom_Tomsk <R> league <T> Russian_Football_National_League || The league FC Tom Tomsk plays in the Russian Football National League.
<H> FC_Tom_Tomsk <R> league <T> Russian_Football_National_League || FC Tom Tomsk play in the Russian National Football League.
<H> FC_Tom_Tomsk <R> league <T> Russian_Football_National_League || FC Tom Tomsk play in the Russian Football National League.
<H> FC_Torpedo_Moscow <R> manager <T> Valery_Petrakov || Valery Petrakov is the manager of FC Torpedo Moscow.
<H> Florida_Panthers <R> general_manager <T> Dale_Tallon || The general manager of Florida Panthers is Dale Tallon.
<H> Florida_Panthers <R> general_manager <T> Dale_Tallon || Florida Panthers' general manager is Dale Tallon.
<H> Florida_Panthers <R> general_manager <T> Dale_Tallon || Dale Tallon is the general manager of the Florida Panthers.
